Nav_Date,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037
10-07-2024,508.25,58.9,445.632,1127.222,469.531,105.89,556.672,268.302,769.02,110.58,145.133,184.034,379.619,129.803,304.182,88.501,101.84,190.685,136.376,85.89,89.71,272.509,902.33,31.54,605.476,333.515,26.884,942.16,337.633,172.951,1695.04,25.59,100.056,1834.555,214.066,82.867,306.105
11-07-2024,508.01,58.8,446.417,1127.113,469.329,105.83,556.189,268.233,768.35,110.61,145.27,184.301,380.572,130.01,304.31,89.031,102.28,191.174,137.036,85.86,89.99,273.381,904.21,31.51,607.991,334.234,27.006,943.62,338.407,173.267,1693.53,25.58,100.415,1834.629,214.157,82.907,306.226
12-07-2024,510.1,59.11,447.836,1131.791,470.375,106.22,558.79,270.029,767.84,110.31,145.53,184.395,379.934,130.293,305.514,88.775,102.15,190.96,137.632,86.119,89.66,272.159,904.84,31.53,609.482,334.618,27.009,946.42,338.174,174.518,1697.54,25.6,100.833,1842.384,215.131,83.133,307.952
15-07-2024,512.84,59.43,450.431,1136.761,473.24,106.71,561.275,270.733,771.03,110.71,146.694,185.716,382.251,130.945,307.025,88.699,102.17,191.54,137.811,86.679,89.6,272.317,908.55,31.64,614.191,336.921,27.127,951.09,340.29,175.791,1705.51,25.66,101.401,1848.69,215.842,83.525,308.4
16-07-2024,513.22,59.41,451.96,1137.051,472.714,106.73,561.299,271.088,774.41,110.78,146.752,185.891,381.924,131.014,307.148,89.03,102.58,191.886,137.956,85.716,89.83,273.53,909.07,31.67,614.903,337.2,27.028,952.92,339.691,176.451,1708.44,25.68,101.512,1850.33,215.715,83.341,308.598
18-07-2024,515.75,59.79,455.189,1143.016,473.891,107.03,564.183,272.525,771.52,109.83,145.478,185.108,376.448,129.919,305.718,88.583,102.07,190.873,136.791,83.496,89.27,271.203,906.09,31.43,615.499,336.087,26.713,953.34,337.914,176.421,1715.81,25.61,101.402,1856.022,215.022,83.186,309.7
19-07-2024,509.64,59,449.479,1129.152,466.328,105.57,556.226,269.465,759.28,107.54,143.061,181.642,366.891,127.21,300.111,87.006,100.22,186.484,133.782,84.013,87.56,266.55,889.42,30.93,604.591,330.835,25.994,940.49,331.972,173.838,1693.89,25.18,99.475,1842.317,210.665,81.882,305.775
22-07-2024,511.14,59.12,450.772,1130.858,468.011,105.8,558.479,269.754,765.83,108.6,144.404,184.014,370.887,128.679,302.196,87.632,100.63,188.85,134.94,83.941,88.09,268.634,896.41,31.17,608.433,333.385,26.192,945.7,334.649,174.139,1701.92,25.33,100.073,1843.137,211.656,82.397,307.139
23-07-2024,510.35,58.93,451.046,1130.268,466.402,105.45,557.641,269.571,763.45,108.26,144.106,183.489,369.635,128.224,301.815,87.703,100.62,188.514,134.202,85.198,88.09,268.234,892.59,31.1,606.327,332.096,26.023,944.93,332.116,174.017,1698.15,25.15,99.62,1839.051,210.63,81.806,307.426
24-07-2024,510.13,58.86,451.668,1130.004,467.476,105.73,557.735,269.555,766.92,108.74,145.348,185.612,374.25,128.909,304.196,89.081,101.42,192.433,136.763,85.114,88.97,272.134,899.58,31.11,607.682,333.981,26.295,948.23,333.49,175.149,1698.36,25.22,99.941,1841.477,211.962,81.831,308.065
25-07-2024,510.55,58.93,453.197,1129.647,466.882,105.99,557.509,269.687,765.53,108.5,145.46,185.092,374.144,128.705,303.833,88.921,101.42,191.812,136.506,86.104,89.07,271.641,899.79,31.14,608.402,333.493,26.385,948.87,333.807,175.232,1698.67,25.29,100.072,1834.868,211.829,81.675,307.499
26-07-2024,519.26,59.81,460.649,1148.88,474.706,107.5,566.733,273.553,779.7,110.3,147.597,188.025,379.298,131.337,308.632,89.621,102.75,193.065,138.035,86.967,89.87,274.313,913.8,31.63,618.405,339.422,26.801,960.49,340.21,177.61,1732.82,25.7,101.733,1861.13,215.368,83.207,311.866
29-07-2024,520.93,59.92,460.167,1149.801,478.214,107.78,567.768,273.264,785.42,111.09,148.689,188.979,384.01,132.269,312.052,90.195,103.93,194.71,139.066,87.472,90.83,276.069,917.88,31.82,620.873,341.42,27.133,962.77,342.473,177.656,1738.12,25.92,102.276,1858.329,217.051,83.698,312.227
30-07-2024,521.35,59.85,460.179,1152.203,478.764,107.95,568.223,273.521,788.08,111.43,149.059,189.726,386.324,132.391,314.172,90.721,104.62,195.554,139.528,87.5,91.49,276.664,921.92,31.79,622.973,342.545,27.219,969,343.222,178.01,1735.43,25.96,102.648,1856.628,217.314,83.792,312.917
31-07-2024,523.53,60,462.494,1158.547,480.962,108.55,570.207,274.44,794.33,111.82,149.726,190.714,388.481,132.703,314.714,90.604,104.5,195.441,139.366,86.525,91.54,277.245,923.45,32.18,625.611,344.162,27.296,974.26,344.768,178.696,1741.93,26.06,102.892,1862.927,217.99,84.248,314.141
01-08-2024,523.25,60.03,461.876,1161.586,481.455,108.76,570.062,274.896,790.2,111.07,148.92,189.429,385.423,132.082,313.218,89.717,103.95,195.213,139.344,85.729,91.1,276.544,919.1,31.98,623.337,342.955,27.123,972.04,343.915,178.277,1737.2,25.88,102.373,1864.968,217.061,84.118,313.719
02-08-2024,517.83,59.61,457.857,1149.068,476.42,107.3,564.144,272.299,782.04,109.68,147.386,187.149,380.931,130.063,310.45,89.096,102.9,195.151,138.013,82.557,89.97,274.644,909.52,31.7,615.901,339.137,26.835,962.75,340.448,176.41,1718.31,25.56,101.101,1849.058,214.935,83.015,312.667
05-08-2024,505.56,58.13,447.065,1120.78,462.128,104.64,549.705,265.427,757.31,106.37,142.24,181.844,366.327,125.574,300.647,85.637,99.28,188.007,132.895,82.314,86.99,265.136,879.96,30.75,597.914,329.132,25.848,939.11,330.335,171.693,1673.18,24.75,97.824,1807.776,208.048,80.388,305.656
06-08-2024,503.69,57.92,444.333,1116.155,459.471,104.3,547.598,264.772,756.24,105.75,141.508,181.077,362.136,125.059,299.35,85.333,98.87,188.661,133.488,83.681,86.66,263.939,877.83,30.68,594.74,327.087,25.618,937.37,328.383,170.753,1666.32,24.65,97.58,1801.301,207.105,80.051,304.393
07-08-2024,510.61,58.85,450.749,1133.403,468.448,105.95,555.569,268.227,768.51,108.03,144.874,184.533,371.928,127.796,306.035,86.47,100.49,192.802,135.484,83.289,88.12,269.28,892.39,31.17,604.79,332.573,26.302,951.45,335.279,173.67,1693.58,25.07,99.387,1821.479,211.536,81.494,309.913
08-08-2024,507.75,58.49,450.325,1127.005,464.104,105.18,551.71,266.419,765.14,107.4,144.304,183.643,371.597,127.434,304.9,86.205,100.3,192.831,135.063,83.891,87.89,268.889,886.59,31.11,603.478,331.146,26.304,945.45,333.249,173.115,1682.92,24.96,99.254,1817.296,210.263,80.936,307.6
09-08-2024,511.39,59.03,454.045,1136.888,469.463,106.08,556.441,268.495,772.22,108.79,145.292,184.484,378.159,128.736,307.236,86.539,101.23,194.283,135.812,84.3,88.05,270.081,894.08,31.49,607.946,333.991,26.73,951.7,335.448,174.325,1696.62,25.27,100.097,1828.836,212.625,81.446,310.315
12-08-2024,511,58.9,454.65,1136.074,470.862,106.18,555.446,269.131,772.26,108.91,145.607,183.751,379.649,129.063,307.602,86.735,101.31,195.269,136.196,83.546,87.95,270.343,897.67,31.47,609.448,334.18,26.714,951.34,335.84,175.041,1696.32,25.31,100.386,1833.234,212.659,81.249,310.804
13-08-2024,506.44,58.39,449.126,1127.125,467.144,105.43,550.87,266.95,766.21,108.18,144.646,182.25,376.578,128.48,305.465,86.078,100.69,192.446,134.753,83.253,86.89,268.707,889.29,31.31,603.91,331.373,26.572,941.44,332.514,173.763,1684.68,25.11,99.325,1821.198,210.649,80.259,308.626
14-08-2024,507.03,58.55,448.839,1127.011,466.814,105.29,550.931,267.099,762.16,108.1,143.913,181.935,374.424,128.08,303.346,85.405,100.63,192.129,134.491,84.582,86.35,267.583,887.92,31.3,602.503,330.8,26.52,938.58,330.947,173.506,1686.75,25.15,99.631,1819.785,210.508,80.11,308.148
16-08-2024,514.68,59.5,455.225,1144.355,475.078,106.71,560.215,271.347,775.47,110.17,146.551,184.379,382.124,130.347,309.237,87.344,102.68,195.336,137.379,85.494,87.39,271.02,902.12,31.84,612.675,336.051,27.056,951.18,336.091,176.352,1715.63,25.63,101.201,1843.94,214.293,81.424,313.191
19-08-2024,514.67,59.42,454.085,1143.905,477.445,106.79,560.011,271.535,778.4,110.3,147.242,184.924,384.548,130.3,310.159,88.242,103.39,197.275,139.098,85.894,88.02,272.201,905.61,31.92,614.031,336.896,27.097,952.89,337.446,177.094,1716.13,25.66,101.188,1841.557,215.104,81.497,313.886
20-08-2024,517.4,59.75,457.548,1149.264,480.569,107.46,562.84,273.123,784.65,111.39,148.283,186.596,388.277,131.075,312.211,88.716,103.88,197.804,139.427,86.48,88.77,274.014,912.25,32.24,618.45,339.302,27.285,958.75,338.991,178.263,1728.04,25.85,101.959,1850.183,216.445,81.858,315.783
21-08-2024,519.55,59.82,459.062,1152.846,480.753,107.68,564.069,274.116,789.34,111.65,149.506,187.43,389.298,131.886,314.597,89.16,104.42,200.367,140.804,87.046,89.53,276.162,918.51,32.25,621.158,340.769,27.317,965,340.679,179.136,1736.65,25.83,102.441,1856.276,217.047,82.086,317.501
22-08-2024,520.56,60.01,460.219,1154.062,482.914,107.98,565.938,275.137,794.29,112.37,150.371,188.191,390.689,132.446,316.423,89.386,104.76,201.065,141.005,86.999,89.72,277.728,923.41,32.31,623.252,342.003,27.378,969.58,341.465,180.061,1744.19,25.96,102.685,1862.221,217.884,82.522,319.175
23-08-2024,520.83,60.13,460.142,1155.778,482.258,108.14,566.44,274.986,791.83,112.05,149.684,187.526,390.278,131.915,315.442,89.727,104.92,201.335,141.358,87.094,89.7,277.286,924.92,32.34,621.566,340.956,27.445,970.21,340.722,179.675,1744.84,26.02,102.654,1859.872,218.367,82.468,318.207
26-08-2024,524.5,60.54,462.847,1165.197,485.969,108.75,570.123,276.924,795.32,112.6,149.995,188.655,391.503,132.52,316.963,89.737,105.42,201.946,140.995,87.714,90.34,277.881,929.3,32.42,625.694,342.936,27.476,977.01,342.416,180.553,1757.99,26.2,103.346,1871.309,219.675,82.838,319.852
27-08-2024,526.33,60.68,464.106,1166.14,487.489,109.13,570.273,277.561,798.91,112.78,150.315,188.891,392.544,132.92,318.211,89.814,105.74,202.13,141.026,87.71,90.9,278.968,932.19,32.51,629.178,343.948,27.538,982.52,342.614,181.306,1763.7,26.28,103.94,1877.188,220.39,82.805,319.827
28-08-2024,526.95,60.86,464.159,1167.372,488.156,109.27,570.666,278.824,797.25,113.04,150.177,188.609,393.393,132.976,318.782,89.483,105.71,201.545,141.116,87.383,90.75,278.3,932.12,32.54,629.782,344.619,27.576,982.11,341.961,181.666,1766.12,26.33,104.058,1879.071,221.082,82.734,322.051
29-08-2024,528.06,61.05,465.323,1170.756,488.758,109.47,571.765,279.346,793.6,112.76,149.632,187.919,391.107,132.831,318.403,88.933,105.2,199.776,140.612,87.809,90.69,276.777,927.73,32.49,630.848,344.421,27.4,982.5,341.434,181.287,1768,26.31,104.257,1881.005,221.058,82.653,322.293
30-08-2024,530.52,61.32,467.802,1175.329,492.191,109.93,574.915,280.435,800.64,113.81,151.134,189.44,394.34,133.918,320.878,89.777,105.64,201.746,141.972,87.472,91.1,278.813,935.76,32.75,636.325,346.915,27.549,989.23,343.67,183.307,1779.95,26.52,105.149,1894.811,222.342,83.208,324.068
02-09-2024,530.91,61.32,469.396,1174.039,490.743,110.03,575.285,280.959,802.78,113.81,150.975,189.678,391.638,133.753,320.866,89.654,105.64,200.658,142.078,87.84,91.52,277.894,936.49,32.75,635.339,347.35,27.337,993.93,343.409,183.058,1785.51,26.51,105.041,1898.453,222.149,83.184,323.841
03-09-2024,531.83,61.39,470.837,1174.706,491.246,110.16,575.738,280.696,803.61,113.74,151.864,190.734,392.748,134.673,321.822,89.962,105.45,201.952,142.767,88.03,92.09,279.43,937.74,32.71,638.025,348.335,27.403,996.88,344.391,183.716,1786.12,26.53,105.319,1902.935,222.788,83.226,324.658
04-09-2024,530.45,61.38,470.358,1170.066,491.165,109.98,574.796,280.395,803.68,114.01,151.677,190.5,393.428,134.441,320.989,90.507,105.98,201.974,142.561,88.436,92.27,280.025,936.28,32.63,636.542,348.148,27.313,996.81,344.512,182.888,1785.58,26.55,105.15,1903.492,222.398,83.242,324.719
05-09-2024,530.66,61.3,470.547,1168.98,491.007,109.78,574.841,280.226,810.74,113.97,152.101,191.956,394.27,134.767,322.236,91.064,106.46,202.845,143.669,87.781,92.7,281.883,939.89,32.62,638.823,348.817,27.402,999.74,345.635,184.521,1787.18,26.59,105.937,1901.579,222.577,83.28,327.004
06-09-2024,524.3,61.38,465.189,1153.627,485.216,108.54,568.154,277.62,806.06,114.35,150.408,190.281,390.849,133.011,319.28,90.211,107.14,201.18,142.176,87.292,92.04,280.271,927.77,32.63,631.068,344.956,27.02,992.3,341.112,181.898,1765.75,26.62,105.057,1883.498,219.983,82.175,326.054
09-09-2024,526.03,60.84,466.658,1157.919,484.606,108.74,569.475,278.703,804.22,113.39,150.117,189.36,389.767,132.843,318.504,89.433,106.74,200.184,140.887,88.342,91.49,279.948,925.4,32.28,629.634,344.177,26.983,992.16,341.032,181.7,1766.24,26.41,105.041,1886.839,219.877,82.3,326.959
10-09-2024,528.44,61.12,467.923,1164.594,486.685,109.1,572.225,280.002,811.48,113.12,151.459,191.597,393.498,133.748,320.926,90.759,106.29,203.989,143.08,88.174,92.29,283.11,930.82,32.32,631.493,346.755,27.248,995.16,343.803,182.9,1778.14,26.45,105.333,1900.896,221.253,82.833,329.967
11-09-2024,525.92,61.32,465.415,1157.792,483.919,108.65,570.666,279.212,808.73,114,150.826,190.612,394.779,133.17,319.786,90.397,107.25,202.811,142.319,88.968,92.01,282.806,925.2,32.59,626.897,344.713,27.298,990.99,342.474,181.895,1776.27,26.63,105.087,1896.346,220.972,82.568,330.144
12-09-2024,535,61.23,471.995,1179.888,492.781,110.4,580.265,283.34,819,113.73,152.086,192.755,400.44,134.587,322.379,91.032,106.66,203.709,143.204,89.662,92.51,284.608,937.98,32.61,635.336,349.886,27.718,1002.64,347.432,184.172,1804.82,26.63,106.499,1923.38,224.548,84.041,333.549
13-09-2024,534.17,62.23,472.142,1176.825,492.112,110.25,579.342,283.103,825.5,115.13,152.991,193.576,403.104,136.056,324.155,91.894,107.67,205.457,143.959,89.833,92.7,285.636,941.69,33.07,636.352,350.62,27.793,1004.49,348.697,184.538,1804.24,27.07,106.952,1920.593,225.404,83.978,333.478
16-09-2024,534.61,62.11,472.222,1182.621,494.351,110.52,579.539,283.318,829.68,115.69,153.108,193.402,406.446,135.965,323.304,92.256,108.36,205.763,143.822,89.702,92.64,286.039,941.75,33.14,635.953,350.495,27.953,1004.26,349.839,184.39,1807.03,27.16,106.59,1922.794,225.718,84.173,333.24
17-09-2024,535.7,62.13,472.724,1185.154,495.124,110.75,580.278,283.73,830.43,116,153.021,193.647,404.522,135.977,322.604,92.437,108.94,205.514,143.711,89.358,92.53,287.255,941.85,33.2,636.076,351.212,27.865,1001.92,349.199,184.791,1811.33,27.16,106.623,1927.734,225.873,84.213,332.923
18-09-2024,535.62,62.23,474.05,1182.913,494.57,110.54,578.896,283.134,825.5,116.13,151.811,191.535,402.873,134.459,319.498,91.801,109.44,203.882,142.377,88.594,92.09,284.474,937.3,33.21,634.469,349.295,27.825,998.38,347.344,183.59,1804.54,27.23,106.75,1925.598,225.466,83.959,332.491
19-09-2024,536.61,62.19,473.861,1185.409,493.814,110.59,579.199,284.113,824.9,115.29,151.218,191.565,401.157,134.043,320.069,91.406,109.13,201.839,141.483,89.451,91.43,283.074,938.14,33.17,631.465,348.517,27.579,1000.72,345.63,183.171,1804.64,27.25,106.135,1926.104,224.351,83.638,334.486
20-09-2024,543.84,62.37,479.151,1203.118,502.537,112.12,587.154,287.483,831.19,115.29,151.956,192.855,407.458,135.242,322.34,92.266,108.57,202.77,141.651,90.039,91.8,285.477,947.84,33.15,636.814,352.183,28.08,1007.64,349.498,185.25,1826.74,27.24,106.857,1950.521,227.596,84.591,337.54
23-09-2024,547.74,63.25,483.459,1210.421,506.252,112.88,591.212,288.639,837.09,116.77,153.108,194.864,411.878,136.384,324.021,92.645,110.15,204.272,142.334,90.203,92.28,288.295,953.62,33.58,642.942,354.729,28.457,1011.77,353.356,186.624,1840.75,27.61,107.861,1964.31,229.557,85.228,338.702
24-09-2024,546.91,63.71,481.965,1209.981,506.885,112.92,591.154,288.51,839.62,117.64,153.646,195.309,412.018,136.727,324.491,92.646,110.81,204.559,142.994,89.838,92.64,288.435,956.32,33.8,643.766,355.099,28.503,1010.63,354.366,186.927,1842.21,27.8,107.825,1962.774,229.693,85.377,338.73
25-09-2024,547.71,63.67,483.207,1211.497,505.836,113.19,592.225,288.319,834.82,117.71,152.92,194.781,409.625,136.083,323.017,92.476,110.69,204.573,143.04,89.292,92.4,288.62,953.15,33.9,643.016,354.367,28.355,1013.08,354.248,186.971,1842.03,27.81,107.869,1970.872,228.478,85.34,336.771
26-09-2024,550.82,63.61,486.266,1216.715,507.523,113.98,596.438,289.757,836.37,117.11,152.535,195.175,408.808,136.41,322.523,92.453,110.19,203.065,142.153,89.654,92.31,288.304,955.45,33.74,645.258,355.571,28.368,1021.2,355.584,187.871,1853.23,27.71,108.146,1980.578,228.351,85.845,337.69
27-09-2024,550.6,64.04,485.093,1213.99,507.028,113.81,595.57,288.946,839.66,117.4,153.114,194.946,407.578,137.022,323.946,92.619,110,203.412,141.807,89.463,92.53,289.015,960.8,33.89,647.605,355.774,28.315,1024.17,355.582,187.863,1853.62,27.86,108.401,1974.783,227.954,85.754,337.01
30-09-2024,543.73,63.85,479.647,1199.18,500.535,112.24,588.475,285.547,839.96,117.59,153.146,194.533,404.155,136.602,323.149,93.185,109.74,203.798,141.884,90.129,92.6,288.671,954.31,33.86,644.365,353.041,27.925,1015.81,352.655,186.387,1836.66,27.82,107.687,1950.395,226.334,84.81,335.09
01-10-2024,544.44,62.91,480.41,1197.104,500.134,112.22,589.552,284.981,842.23,116.75,153.736,195.234,407.064,137.066,324.214,93.734,109.7,204.582,142.637,88.209,93.01,290.417,954.54,33.58,645.784,353.335,28.131,1016.01,353.814,186.57,1839.41,27.45,107.989,1952.754,227.083,84.993,336.011
03-10-2024,532.43,62.87,473.37,1172.201,489.023,109.98,577.035,279.682,824.35,116.86,150.821,191.412,397.478,134.067,317.6,92.053,110.39,202.327,140.251,87.718,91.43,287.427,934.45,33.55,632.021,345.982,27.509,996.59,346.992,183.11,1800.66,27.53,105.951,1915.469,222.502,83.435,330.3
04-10-2024,528.02,61.63,469.208,1163.403,485.467,109.11,571.498,277.029,816.78,114.19,149.842,189.373,394.665,132.933,315.548,91.5,108.47,201.018,139.626,85.578,90.72,285.829,926.02,32.93,627.153,342.376,27.312,988.95,343.614,181.664,1785.77,26.94,104.81,1904.376,220.809,82.723,327.481
07-10-2024,523,60.92,464.464,1149.803,479.011,108.05,565.255,274.315,801.39,113.06,147.422,186.42,386.689,130.635,309.895,89.291,107.46,195.442,136.6,87.21,89.09,279.303,908.36,32.73,616.897,337.096,26.763,976.07,337.061,179.254,1766.6,26.69,103.372,1885.524,216.539,81.366,324.532
08-10-2024,528.33,60.32,467.962,1160.852,487.062,108.94,570.944,276.329,812.12,111.61,149.702,189.647,398.969,133.004,315.295,90.501,105.23,199.964,139.548,88.229,90.06,283.186,921.97,32.31,623.799,342.179,27.662,982.57,341.675,181.152,1784.8,26.34,104.71,1899.238,221.03,82.423,329.351
09-10-2024,530.41,61.05,469.333,1160.86,490.077,109.22,572.153,277.28,823.27,113.94,151.51,191.252,406.36,134.622,318.119,91.495,106.58,202.448,140.204,88.487,90.79,286.152,928.36,32.85,628.541,344.591,28.102,987.2,344.401,181.855,1798.62,26.78,105.957,1912.395,222.983,82.795,332.118
10-10-2024,530.1,61.35,469.71,1160.415,488.51,109.1,572.215,277.419,819.38,115.3,151.233,190.691,408.456,134.337,316.359,91.899,107.72,202.521,140.665,89.448,91.2,286.521,925.31,33.25,628.707,343.829,28.195,985.73,343.913,181.729,1794.69,27.08,106.42,1914.853,223.028,82.83,331.066
11-10-2024,529.44,61.21,468.681,1159.679,489.917,108.97,571.952,277.241,820.67,114.89,151.775,191.199,410.598,135.022,317.183,91.992,107.84,203.332,141.317,90.067,91.3,286.713,925.92,33.16,629.429,344.479,28.326,985.12,345.026,181.722,1797.93,27.04,106.43,1910.945,223.897,82.897,331.922
14-10-2024,532.18,61.12,471.284,1167.852,493.401,109.45,575.572,277.83,823.68,115.03,152.495,192.042,413.63,136.316,318.519,92.045,108.2,203.275,141.306,91.393,91.41,286.348,928.26,33.22,633.309,345.919,28.516,986.93,346.589,183.005,1808.6,27.04,106.797,1918.809,225.42,83.083,332.197
15-10-2024,532.24,61.22,470.517,1167.513,493.914,109.42,575.628,277.431,827.76,115.74,153.148,193.109,416.454,136.897,319.842,93.388,108.6,205.003,142.983,91.409,91.95,288.761,931.58,33.44,633.636,346.99,28.692,985.94,347.773,183.424,1812.4,27.07,106.737,1921.416,226.416,83.205,332.443
16-10-2024,530.55,61.17,468.887,1163.34,491.588,109.29,573.467,276.501,829.45,116.28,152.455,192.745,415.538,136.568,320.073,94.027,109.8,206.3,143.107,90.095,92.35,289.645,930.88,33.45,630.971,345.835,28.586,984.09,347.373,183.255,1810.49,27.26,106.272,1916.601,225.54,82.801,330.052
17-10-2024,524.84,60.84,464.652,1151.277,486.027,108.25,568.103,274.31,816.87,115.75,150.78,190.23,406.928,134.777,316.264,92.685,109.77,204.129,141.305,89.812,91.06,285.928,918.93,33.34,624.219,341.62,28.003,973.21,343.892,180.773,1790.23,27.07,105.177,1896.081,222.365,81.903,326.427
18-10-2024,525.94,59.95,467.411,1158.568,488.029,108.8,569.65,274.473,819.98,113.93,150.655,190.683,406.342,135.439,316.392,92.396,108.4,203.028,140.814,88.711,90.99,285.199,922.26,32.95,626.817,343.102,27.926,977.39,345.396,181.497,1794.77,26.68,105.508,1910.839,222.614,82.294,325.172
21-10-2024,523.31,59.97,465.412,1152.673,486.213,108.53,566.748,272.51,809.91,114.23,148.142,188.385,400.87,133.667,311.647,91.052,108.11,199.85,138.872,85.631,89.89,282.216,910,32.99,620.239,339.083,27.55,970.54,342.449,180.065,1775.89,26.69,104.3,1905.101,220.23,81.754,321.402
22-10-2024,515.85,59.82,459.722,1136.759,478.563,107.27,558.531,269.342,793.2,112.55,144.529,184.151,388.516,130.163,304.596,88.08,106.85,193.723,134.989,86.517,87.83,273.071,892.33,32.65,609.757,331.805,26.78,957.13,335.812,176.731,1748.04,26.47,102.508,1882.449,215.493,80.197,316.921
23-10-2024,515,59.1,459.541,1133.177,478.049,107.01,558.365,270.079,794.33,110.2,145.436,185.507,391.607,131.771,306.954,88.433,104.05,195.345,136.117,85.405,87.96,274.975,893.94,32.13,610.142,332.775,26.888,954.73,335.857,177.246,1752.21,26.05,102.822,1880.442,216.913,80.27,320.252
24-10-2024,513.42,59.19,458.994,1131.192,476.931,106.98,556.978,269.766,792.44,110.68,144.531,185.242,388.526,130.958,306.107,87.644,104.69,193.157,135.613,83.747,87.55,273.5,893.9,32.18,609.789,332.756,26.636,955.53,335.579,176.978,1749.42,26.15,102.383,1882.783,216.103,80.174,318.741
25-10-2024,508.77,58.99,455.729,1118.557,472.154,105.97,550.862,266.238,780.35,110.22,141.791,183.167,382.591,129.382,301.585,86.293,103.67,188.968,133.517,84.266,86.26,269.072,877.66,32.05,601.128,327.613,26.244,942.32,330.87,174.504,1728.65,26.1,101.218,1875.407,213.197,79.42,316.42
28-10-2024,511.3,58.6,458.562,1122.876,475.294,106.37,553.277,266.6,780.25,108.99,142.127,184.69,383.207,129.907,300.646,86.808,102.16,190.435,135.361,85.129,86.44,269.933,879.69,31.77,604.594,329.682,26.307,947.96,332.438,175.64,1735.97,25.84,101.576,1880.094,214.545,79.571,316.674
29-10-2024,513.47,58.57,462.746,1128.744,479.413,106.82,556.478,267.348,784.34,108.92,143.261,186.322,388.734,130.889,301.918,87.219,102.47,190.466,135.723,85.608,87.1,270.846,886.99,31.67,610.825,332.07,26.637,954.27,334.797,176.789,1742.31,25.77,102.32,1890.97,216.73,80.107,317.49
30-10-2024,510.59,58.79,458.761,1123.87,475.676,106.38,554.146,266.064,785.97,109.86,143.791,186.502,386.131,130.674,302.86,88.261,102.97,193.795,137.349,87.127,88.01,273.967,885.36,31.91,607.149,331.177,26.585,953.86,333.316,177.268,1736.07,25.96,102.001,1876.877,216.104,80.034,316.398
31-10-2024,510.32,58.46,458.443,1121.045,473.14,106.15,551.022,264.586,787.71,109.74,144.425,186.584,387.259,130.409,302.51,89.381,103.81,196.999,139.715,86.696,88.69,276.704,884.91,31.83,607.428,330.591,26.702,952.37,332.657,176.751,1728.46,25.87,102.262,1877.409,216.361,79.833,314.772
04-11-2024,506.48,58.15,457.777,1110.474,469.449,105.08,547.536,263.057,784.59,109.5,143.544,185.015,386.226,129.604,300.341,89.105,105.2,196.983,139.73,87.011,88.49,276.757,879.38,31.7,603.642,328.346,26.591,945.98,330.218,175.072,1718.03,25.81,101.676,1869.306,215.262,79.215,314.134
05-11-2024,510.78,57.83,462.195,1120.437,472.544,105.82,551.137,265.126,785.33,109.02,144.233,185.875,386.449,130.374,301.834,89.468,104.74,198.128,140.144,88.272,88.71,278.101,881.96,31.57,609.025,331.218,26.626,951.67,332.252,176.316,1731.16,25.7,102.142,1887.847,216.402,79.877,315.09
06-11-2024,516.54,58.17,465.001,1131.274,479.038,106.93,558.813,268.217,796.06,109.13,147.291,188.924,397.459,133.251,307.542,91.158,104.92,200.952,142.376,87.805,89.88,282.15,895.89,31.62,616.466,335.92,27.317,962.58,338.294,178.361,1754.37,25.74,103.744,1905.214,220.503,81.278,320.389
07-11-2024,511.13,58.97,459.995,1118.866,474.147,105.76,553.298,265.571,790.37,111.32,146.446,188.166,395.458,132.533,306.158,90.565,106.69,200.617,142.496,86.317,89.2,280.929,890.24,32.23,611.436,332.714,27.169,957.99,335.865,176.924,1737.57,26.17,102.822,1891.961,218.902,80.746,317.39
08-11-2024,509.57,58.38,457.972,1114.63,471.413,105.52,551.672,265.178,783.33,110.45,144.917,186.93,389.083,131.397,303.08,89.468,105.99,197.868,140.091,85.389,88.06,276.819,880.74,32.06,606.382,330.465,26.786,953.08,333.888,175.646,1727.72,25.89,101.943,1884.101,216.435,80.114,315.306
11-11-2024,508.81,58.26,457.234,1114.59,472.033,105.51,551.944,265.297,777.32,109.49,144.337,185.886,388.281,131.423,301.305,88.184,104.91,196.224,138.904,84.871,87.46,273.592,878.63,31.85,604.703,329.994,26.838,948.12,334.732,175.35,1722.37,25.66,101.705,1884.716,216.437,80.204,315.448
12-11-2024,503.11,58.31,451.71,1102.932,466.876,104.5,545.589,262.613,770.29,109.2,143.483,184.478,383.745,130.545,298.762,87.041,103.92,194.106,137.579,82.249,86.41,270.401,869.67,31.81,598.704,326.759,26.606,936.76,330.403,174.013,1704.39,25.65,100.627,1862.186,214.611,79.241,312.963
13-11-2024,495.78,57.68,446.146,1089.028,460.12,103.17,538.053,259.119,750.59,108.63,139.859,180.589,372.184,127.811,292.303,84.596,102.93,188.77,133.956,83.221,84.61,264.29,851.15,31.54,588.783,320.304,25.905,921.37,323.782,170.949,1674.94,25.41,98.901,1836.528,209.908,77.823,308.733
